"Invoice_Number","Sales_Order_Number","Customer_Number","invoice_date","Invoice_Amount","Payment_Status","payment_date","Payment_Amount","Created_By","created_on","Approved_By","approved_on"
"173640037039","000008176124","0256956",2014-02-12,4645.6,"Paid",2014-03-29,4645.6,"0000126613",2014-02-12,"0000124928",2014-02-16
"173640037040","000008176125","0243746",2014-02-20,2863.35,"Paid",2014-03-14,2863.35,"0000125435",2014-02-20,"0000124928",2014-02-24
"173640037041","000008176126","0259572",2014-02-13,5492.73,"Paid",2014-04-29,5492.73,"0000126613",2014-02-13,"0000125235",2014-02-19
"173640037042","000008176127","0236496",2014-02-26,4384.72,"Paid",2014-06-22,4384.72,"0000125493",2014-02-26,"0000125235",2014-03-02
"173640037043","000008176128","0245916",2014-02-13,28674.74,"Paid",2014-07-31,28674.74,"0000125170",2014-02-13,"0000124928",2014-02-17
"173640037044","000008176129","0240932",2014-02-17,28779.78,"Paid",2014-03-10,28779.78,"0000125913",2014-02-17,"0000125235",2014-02-18
"173640037045","000008176130","0240407",2014-02-18,19913.64,"Paid",2014-03-17,19913.64,"0000125170",2014-02-18,"0000125235",2014-02-27
"173640037046","000008176131","0236216",2014-02-17,16989.74,"Paid",2014-02-24,0,"0000125435",2014-02-17,"0000125235",2014-02-19
"173640037047","000008176132","0236595",2014-02-13,10159.38,"Paid",2014-03-31,10159.38,"0000127205",2014-02-13,"0000125235",2014-02-20
"173640037048","000008176133","0251655",2014-02-24,7136.79,"Paid",2014-03-27,7136.79,"0000125640",2014-02-24,"0000125235",2014-02-25
"173640037049","000008176134","0236318",2014-02-17,4495.13,"Paid",2014-03-03,4495.13,"0000127205",2014-02-17,"0000125235",2014-02-19
"173640037050","000008176135","0256029",2014-02-27,6205.74,"Paid",2014-03-04,6205.74,"0000125548",2014-02-27,"0000125235",2014-03-01
"173640037051","000008176136","0251064",2014-02-16,2826.57,"Paid",2014-03-15,2826.57,"0000125913",2014-02-16,"0000124928",2014-02-19
"173640037052","000008176137","0238630",2014-02-16,4246.41,"Paid",2014-05-14,4246.41,"0000127561",2014-02-16,"0000124928",2014-02-18
"173640037053","000008176138","0263627",2014-02-18,4855.33,"Paid",2014-02-25,0,"0000125170",2014-02-18,"0000125235",2014-02-19
"173640037054","000008176139","0235739",2014-02-16,2867.35,"Paid",2014-03-16,2867.35,"0000126613",2014-02-16,"0000124928",2014-02-20
"173640037055","000008176140","0245916",2014-03-05,23979.77,"Paid",2014-04-12,23979.77,"0000125640",2014-03-05,"0000125235",2014-03-08
"173640037056","000008176141","0237413",2014-02-26,22002.29,"Paid",2014-06-04,22002.29,"0000125493",2014-02-26,"0000125235",2014-02-27
"173640037057","000008176142","0234787",2014-02-26,28586.82,"Paid",2014-05-05,28586.82,"0000127561",2014-02-26,"0000124928",2014-02-27
"173640037058","000008176143","0243802",2014-02-18,18206.93,"Paid",2014-03-22,18206.93,"0000125170",2014-02-18,"0000124928",2014-02-27
"173640037059","000008176144","0242414",2014-02-23,19294.01,"Paid",2014-04-13,19294.01,"0000127199",2014-02-23,"0000125235",2014-02-25
"173640037060","000008176145","0235266",2014-02-20,11916.65,"Paid",2014-02-27,0,"0000126692",2014-02-20,"0000125235",2014-02-27
"173640037061","000008176146","0242556",2014-02-27,12928.97,"Paid",2014-03-02,12928.97,"0000126932",2014-02-27,"0000124928",2014-03-03
"173640037062","000008176147","0256174",2014-02-17,10862.74,"Paid",2014-03-15,10862.74,"0000127205",2014-02-17,"0000124928",2014-02-18
"173640037063","000008176148","0245688",2014-02-25,2177.66,"Paid",2014-04-05,2177.66,"0000125548",2014-02-25,"0000124928",2014-03-04
"173640037064","000008176149","0258108",2014-02-26,3380.88,"Paid",2014-03-14,3380.88,"0000125913",2014-02-26,"0000124928",2014-03-02
"173640037065","000008176150","0251970",2014-02-25,2272.62,"Paid",2014-04-25,2272.62,"0000127205",2014-02-25,"0000125235",2014-03-05
"173640037066","000008176151","0252285",2014-02-20,4031.77,"Paid",2014-04-09,4031.77,"0000127199",2014-02-20,"0000124928",2014-02-24
"173640037067","000008176152","0239736",2014-02-25,3737.91,"Paid",2014-03-09,3737.91,"0000125170",2014-02-25,"0000124928",2014-03-05
"173640037068","000008176153","0256435",2014-02-25,2184.55,"Paid",2014-04-12,2184.55,"0000127199",2014-02-25,"0000125235",2014-02-26
"173640037069","000008176154","0235393",2014-02-20,5737.2,"Paid",2014-03-22,5737.2,"0000127561",2014-02-20,"0000125235",2014-02-24
"173640037070","000008176155","0241828",2014-02-19,2190.38,"Paid",2014-06-01,2190.38,"0000125493",2014-02-19,"0000125235",2014-02-20
"173640037071","000008176156","0254436",2014-03-04,5416.83,"Paid",2014-03-17,5416.83,"0000125435",2014-03-04,"0000124928",2014-03-09
"173640037072","000008176157","0237804",2014-02-27,1575.87,"Paid",2014-04-02,1575.87,"0000126613",2014-02-27,"0000124928",2014-03-03
"173640037073","000008176158","0252111",2014-02-19,24746.96,"Paid",2014-07-29,24746.96,"0000127199",2014-02-19,"0000125235",2014-02-26
"173640037074","000008176159","0251162",2014-02-24,27898.24,"Paid",2014-02-22,27898.24,"0000125170",2014-02-24,"0000125235",2014-02-27
"173640037075","000008176160","0244691",2014-02-25,18188.63,"Paid",2014-03-25,18188.63,"0000125640",2014-02-25,"0000125235",2014-03-02
"173640037076","000008176161","0264304",2014-02-19,15619.68,"Paid",2014-04-20,15619.68,"0000126692",2014-02-19,"0000125235",2014-02-23
"173640037077","000008176162","0244561",2014-02-17,3549.67,"Paid",2014-03-09,3549.67,"0000127199",2014-02-17,"0000125235",2014-02-27
"173640037078","000008176163","0242766",2014-02-25,4515.47,"Paid",2014-03-01,4515.47,"0000127561",2014-02-25,"0000125235",2014-02-27
"173640037079","000008176164","0260690",2014-02-26,2459.16,"Outstanding",1910-01-01,2459.16,"0000127561",2014-02-26,"0000125235",2014-02-27
"173640037080","000008176165","0244224",2014-02-17,13492.71,"Paid",2014-03-20,13492.71,"0000125640",2014-02-17,"0000124928",2014-02-26
"173640037081","000008176166","0240308",2014-02-18,4088.94,"Paid",2014-03-27,4088.94,"0000126613",2014-02-18,"0000125235",2014-02-20
"173640037082","000008176167","0238241",2014-02-20,2830.31,"Paid",2014-05-02,2830.31,"0000125435",2014-02-20,"0000125235",2014-02-24
"173640037083","000008176168","0250656",2014-02-25,30849.55,"Paid",2014-03-30,30849.55,"0000125640",2014-02-25,"0000124928",2014-03-05
"173640037084","000008176169","0238714",2014-03-02,24879.26,"Paid",2015-05-10,24879.26,"0000126613",2014-03-02,"0000125235",2014-03-05
"173640037085","000008176170","0245068",2014-02-19,31082.53,"Paid",2014-04-26,31082.53,"0000126613",2014-02-19,"0000125235",2014-02-25
"173640037086","000008176171","0250741",2014-02-26,27768.73,"Paid",2014-04-18,27768.73,"0000127561",2014-02-26,"0000124928",2014-03-01
"173640037087","000008176172","0257490",2014-02-27,30916.76,"Paid",2014-09-26,30916.76,"0000125640",2014-02-27,"0000124928",2014-03-02
"173640037088","000008176173","0246178",2014-02-19,20529.98,"Paid",2014-04-18,20529.98,"0000126692",2014-02-19,"0000124928",2014-02-24
"173640037089","000008176174","0241907",2014-02-27,15750.23,"Paid",2014-11-26,15750.23,"0000125913",2014-02-27,"0000124928",2014-03-01
"173640037090","000008176175","0251162",2014-02-24,23595.78,"Paid",2014-03-13,23595.78,"0000125435",2014-02-24,"0000125235",2014-02-27
"173640037091","000008176176","0240431",2014-02-26,11581.72,"Paid",2014-03-13,11581.72,"0000125493",2014-02-26,"0000124928",2014-03-05
"173640037092","000008176177","0260980",2014-02-19,6555.94,"Paid",2014-08-04,6555.94,"0000127205",2014-02-19,"0000125235",2014-02-24
"173640037093","000008176178","0238380",2014-02-27,3632.7,"Paid",2014-03-03,3632.7,"0000126613",2014-02-27,"0000124928",2014-03-05
"173640037094","000008176179","0254171",2014-02-20,8873.93,"Paid",2014-03-15,8873.93,"0000125170",2014-02-20,"0000124928",2014-02-23
"173640037095","000008176180","0236953",2014-02-27,8619.61,"Paid",2014-03-16,8619.61,"0000125913",2014-02-27,"0000125235",2014-03-02
"173640037096","000008176181","0262368",2014-02-26,5773.47,"Paid",2014-05-25,5773.47,"0000126692",2014-02-26,"0000125235",2014-02-27
"173640037097","000008176182","0236458",2014-02-26,2191.18,"Paid",2014-03-04,0,"0000125435",2014-02-26,"0000125235",2014-03-01
"173640037098","000008176183","0259864",2014-02-24,2500.48,"Paid",2014-04-03,2500.48,"0000127199",2014-02-24,"0000125235",2014-03-04
"173640037099","000008176184","0246817",2014-02-19,3559.65,"Paid",2014-02-21,3559.65,"0000126613",2014-02-19,"0000124928",2014-02-20
"173640037100","000008176185","0238659",2014-02-25,2610.46,"Paid",2014-03-03,0,"0000127561",2014-02-25,"0000125235",2014-03-05
"173640037101","000008176186","0239900",2014-03-01,8102.86,"Paid",2014-03-08,0,"0000125548",2014-03-01,"0000125235",2014-03-03
"173640037102","000008176187","0260442",2014-03-10,18175.22,"Paid",2014-04-14,18175.22,"0000127205",2014-03-10,"0000125235",2014-03-11
"173640037103","000008176188","0252784",2014-02-26,25057.37,"Paid",2014-04-09,25057.37,"0000126613",2014-02-26,"0000125235",2014-03-01
"173640037104","000008176189","0236469",2014-03-01,11171.43,"Paid",2014-08-01,11171.43,"0000125170",2014-03-01,"0000124928",2014-03-02
"173640037105","000008176190","0252941",2014-02-24,4746.33,"Paid",2014-06-05,4746.33,"0000125640",2014-02-24,"0000125235",2014-03-03
"173640037106","000008176191","0261634",2014-03-05,3173.31,"Paid",2014-03-10,3173.31,"0000125913",2014-03-05,"0000125235",2014-03-09
"173640037107","000008176192","0261905",2014-02-23,25927.61,"Paid",2014-04-20,25927.61,"0000127205",2014-02-23,"0000124928",2014-02-24
"173640037108","000008176193","0259554",2014-02-27,19729.65,"Paid",2014-05-09,19729.65,"0000125548",2014-02-27,"0000124928",2014-03-05
"173640037109","000008176194","0238763",2014-02-25,18770.22,"Paid",2014-04-15,18770.22,"0000125435",2014-02-25,"0000124928",2014-03-04
"173640037110","000008176195","0261543",2014-03-01,5541.41,"Paid",2014-03-12,5541.41,"0000126692",2014-03-01,"0000125235",2014-03-02
"173640037111","000008176196","0260797",2014-03-02,22651.45,"Paid",2014-07-23,22651.45,"0000125640",2014-03-02,"0000125235",2014-03-04
"173640037112","000008176197","0248836",2014-02-26,13838.87,"Paid",2014-03-07,13838.87,"0000125493",2014-02-26,"0000124928",2014-03-01
"173640037113","000008176198","0249597",2014-03-04,16943.69,"Paid",2014-05-28,16943.69,"0000125170",2014-03-04,"0000125235",2014-03-05
"173640037114","000008176199","0245530",2014-03-02,9024.96,"Paid",2014-05-18,9024.96,"0000125548",2014-03-02,"0000124928",2014-03-03
"173640037115","000008176200","0258458",2014-02-27,2264.89,"Paid",2014-05-05,2264.89,"0000125548",2014-02-27,"0000124928",2014-03-05
"173640037116","000008176201","0237812",2014-03-05,2329.46,"Paid",2014-05-05,2329.46,"0000125170",2014-03-05,"0000125235",2014-03-09
"173640037117","000008176202","0263563",2014-03-01,431.31,"Paid",2014-03-08,0,"0000125640",2014-03-01,"0000124928",2014-03-03
"173640037118","000008176203","0243935",2014-03-10,44379.67,"Paid",2014-05-03,44379.67,"0000125640",2014-03-10,"0000124928",2014-03-17
"173640037119","000008176204","0236702",2014-03-02,31997.46,"Paid",2014-05-15,31997.46,"0000125913",2014-03-02,"0000125235",2014-03-09
"173640037120","000008176205","0245195",2014-03-02,18924.36,"Paid",2014-03-03,18924.36,"0000126692",2014-03-02,"0000125235",2014-03-09
"173640037121","000008176206","0254722",2014-03-04,16648.98,"Paid",2014-03-19,16648.98,"0000125640",2014-03-04,"0000125235",2014-03-08
"173640037122","000008176207","0236268",2014-02-27,3203.96,"Paid",2014-06-09,3203.96,"0000127199",2014-02-27,"0000125235",2014-03-05
"173640037123","000008176208","0256762",2014-02-26,9080.22,"Paid",2015-01-03,9080.22,"0000126692",2014-02-26,"0000125235",2014-03-01
"173640037124","000008176209","0240949",2014-02-25,4768.82,"Paid",2014-03-03,0,"0000127199",2014-02-25,"0000125235",2014-03-05
"173640037125","000008176210","0260835",2014-03-05,24138.18,"Paid",2014-04-05,24138.18,"0000127561",2014-03-05,"0000124928",2014-03-11
"173640037126","000008176211","0259311",2014-02-26,15832.74,"Paid",2014-04-04,15832.74,"0000127561",2014-02-26,"0000124928",2014-03-01
"173640037127","000008176212","0246902",2014-03-05,20789.11,"Paid",2014-04-17,20789.11,"0000125493",2014-03-05,"0000125235",2014-03-12
"173640037128","000008176213","0242804",2014-03-03,8180.34,"Paid",2014-03-20,8180.34,"0000125640",2014-03-03,"0000125235",2014-03-04
"173640037129","000008176214","0237391",2014-03-02,4839.89,"Paid",2014-03-01,4839.89,"0000126692",2014-03-02,"0000124928",2014-03-03
"173640037130","000008176215","0246860",2014-02-27,2660.91,"Paid",2014-05-05,2660.91,"0000125913",2014-02-27,"0000125235",2014-03-01
"173640037131","000008176216","0234688",2014-03-03,4001.15,"Paid",2014-03-20,4001.15,"0000127561",2014-03-03,"0000125235",2014-03-12
"173640037132","000008176217","0239800",2014-03-02,3007.14,"Paid",2014-04-06,3007.14,"0000126692",2014-03-02,"0000124928",2014-03-10
"173640037133","000008176218","0250121",2014-03-02,1381.63,"Paid",2014-04-21,1381.63,"0000125913",2014-03-02,"0000125235",2014-03-04
"173640037134","000008176219","0254854",2014-03-05,7361.25,"Paid",2014-04-06,7361.25,"0000125913",2014-03-05,"0000124928",2014-03-10
"173640037135","000008176220","0242722",2014-03-04,3974.68,"Paid",2014-04-14,3974.68,"0000126613",2014-03-04,"0000125235",2014-03-08
"173640037136","000008176221","0250351",2014-03-03,1672.72,"Paid",2014-05-16,1672.72,"0000125435",2014-03-03,"0000125235",2014-03-05
"173640037137","000008176222","0245625",2014-03-05,4686.94,"Paid",2014-04-13,4686.94,"0000125640",2014-03-05,"0000124928",2014-03-09
"173640037138","000008176223","0254195",2014-03-19,3206.41,"Paid",2014-05-22,3206.41,"0000127199",2014-03-19,"0000124928",2014-03-24
"173640037139","000008176224","0246264",2014-03-11,27250.52,"Paid",2014-05-03,27250.52,"0000126613",2014-03-11,"0000124928",2014-03-12
"173640037140","000008176225","0261905",2014-03-02,17183.61,"Paid",2014-03-03,17183.61,"0000125913",2014-03-02,"0000125235",2014-03-10
"173640037141","000008176226","0257936",2014-03-01,4722.11,"Paid",2014-04-09,4722.11,"0000125170",2014-03-01,"0000125235",2014-03-02
"173640037142","000008176227","0253770",2014-03-01,2870.85,"Paid",2014-06-03,2870.85,"0000126692",2014-03-01,"0000124928",2014-03-03
"173640037143","000008176228","0262299",2014-03-05,4126,"Paid",2014-05-10,4126,"0000127561",2014-03-05,"0000125235",2014-03-08
"173640037144","000008176229","0250757",2014-03-02,2029.28,"Paid",2014-03-17,2029.28,"0000125548",2014-03-02,"0000124928",2014-03-05
"173640037145","000008176230","0263751",2014-03-02,7593.09,"Paid",2014-06-07,7593.09,"0000125548",2014-03-02,"0000124928",2014-03-04
"173640037146","000008176231","0245878",2014-03-11,2045.58,"Paid",2014-03-22,2045.58,"0000125170",2014-03-11,"0000125235",2014-03-12
"173640037147","000008176232","0264636",2014-03-05,3086.89,"Paid",2014-05-01,3086.89,"0000125913",2014-03-05,"0000124928",2014-03-09
"173640037148","000008176233","0264345",2014-03-03,2686.81,"Paid",2014-03-12,2686.81,"0000125913",2014-03-03,"0000125235",2014-03-05
"173640037149","000008176234","0255052",2014-03-03,2204.74,"Paid",2014-03-05,2204.74,"0000125548",2014-03-03,"0000125235",2014-03-05
"173640037150","000008176235","0257313",2014-03-01,1264.69,"Paid",2014-03-03,1264.69,"0000127205",2014-03-01,"0000125235",2014-03-04
"173640037151","000008176236","0237413",2014-03-08,14866.67,"Paid",2014-03-28,14866.67,"0000125493",2014-03-08,"0000124928",2014-03-09
"173640037152","000008176237","0262351",2014-03-02,17457.65,"Paid",2014-05-10,17457.65,"0000126613",2014-03-02,"0000125235",2014-03-05
"173640037153","000008176238","0251988",2014-03-16,15543.16,"Paid",2015-04-25,15543.16,"0000125913",2014-03-16,"0000124928",2014-03-19
"173640037154","000008176239","0241612",2014-03-08,16868.13,"Paid",2014-04-27,16868.13,"0000127205",2014-03-08,"0000124928",2014-03-09
"173640037155","000008176240","0256291",2014-03-05,21207.5,"Paid",2014-04-09,21207.5,"0000126692",2014-03-05,"0000125235",2014-03-08
"173640037156","000008176241","0260421",2014-03-17,11062.55,"Paid",2014-08-09,11062.55,"0000125170",2014-03-17,"0000124928",2014-03-23
"173640037157","000008176242","0249799",2014-03-12,11086.14,"Paid",2014-04-13,11086.14,"0000126692",2014-03-12,"0000125235",2014-03-17
"173640037158","000008176243","0236162",2014-03-26,1531.47,"Paid",2014-04-02,0,"0000126692",2014-03-26,"0000125235",2014-04-02
"173640037159","000008176244","0246811",2014-03-10,1692.41,"Paid",2014-04-16,1692.41,"0000127199",2014-03-10,"0000124928",2014-03-11
"173640037160","000008176245","0251706",2014-03-02,4211.89,"Paid",2014-03-05,4211.89,"0000126692",2014-03-02,"0000125235",2014-03-04
"173640037161","000008176246","0250214",2014-03-08,993.24,"Paid",2014-05-31,993.24,"0000127199",2014-03-08,"0000124928",2014-03-10
"173640037162","000008176247","0246626",2014-03-04,1698.63,"Paid",2014-04-06,1698.63,"0000125170",2014-03-04,"0000125235",2014-03-10
"173640037163","000008176248","0243935",2014-03-03,35159.99,"Paid",2015-04-15,35159.99,"0000125493",2014-03-03,"0000125235",2014-03-05
"173640037164","000008176249","0235266",2014-03-08,15747.58,"Paid",2014-04-08,15747.58,"0000125548",2014-03-08,"0000125235",2014-03-12
"173640037165","000008176250","0236894",2014-03-02,13225.5,"Paid",2014-03-05,13225.5,"0000127199",2014-03-02,"0000125235",2014-03-05
"173640037166","000008176251","0258424",2014-03-09,11167.69,"Paid",2014-03-28,11167.69,"0000125170",2014-03-09,"0000124928",2014-03-12
"173640037167","000008176252","0249729",2014-03-09,7189.49,"Paid",2014-04-09,7189.49,"0000127199",2014-03-09,"0000124928",2014-03-11
"173640037168","000008176253","0261363",2014-03-05,3473.5,"Paid",2014-03-14,3473.5,"0000127205",2014-03-05,"0000125235",2014-03-09
"173640037169","000008176254","0254613",2014-03-11,3967.08,"Paid",2014-05-05,3967.08,"0000125640",2014-03-11,"0000125235",2014-03-17
"173640037170","000008176255","0263523",2014-03-03,29203.79,"Paid",2014-04-26,29203.79,"0000125493",2014-03-03,"0000125235",2014-03-05
"173640037171","000008176256","0236992",2014-03-03,20554.78,"Paid",2014-05-31,20554.78,"0000126692",2014-03-03,"0000125235",2014-03-10
"173640037172","000008176257","0251956",2014-03-12,10968.62,"Paid",2014-05-25,10968.62,"0000127561",2014-03-12,"0000124928",2014-03-16
"173640037173","000008176258","0235619",2014-03-03,996.2,"Paid",2014-03-31,996.2,"0000126613",2014-03-03,"0000125235",2014-03-05
"173640037174","000008176259","0260166",2014-03-18,10810.5,"Paid",2014-03-25,10810.5,"0000127205",2014-03-18,"0000124928",2014-03-19
"173640037175","000008176260","0263735",2014-03-19,6742.35,"Paid",2014-03-26,6742.35,"0000125640",2014-03-19,"0000124928",2014-03-22
"173640037176","000008176261","0250727",2014-03-05,2733.25,"Paid",2014-05-18,2733.25,"0000126613",2014-03-05,"0000125235",2014-03-10
"173640037177","000008176262","0242320",2014-03-05,29858.04,"Paid",2014-03-06,29858.04,"0000126692",2014-03-05,"0000124928",2014-03-09
